master_offset,freq,path_delay,date,OT
-123059,-8464,3010929,2025-01-17 09:19:34.571656192,3621870.366
-143909,-66232,3016822,2025-01-17 09:19:35.571605760,3677645.595
-124546,-90041,3122619,2025-01-17 09:19:36.571669248,3780705.357
-77786,-80645,3188288,2025-01-17 09:19:37.575630336,3897372.941
52111,25916,3188288,2025-01-17 09:19:38.575690752,3975088.828
14777,4215,3205407,2025-01-17 09:19:39.575609088,3985267.441
67369,61241,3205407,2025-01-17 09:19:40.571672064,3992957.875
554,14636,3205407,2025-01-17 09:19:42.400715008,3941482.29
33852,48100,3205407,2025-01-17 09:19:42.571723264,3941482.29
1945,26349,3219213,2025-01-17 09:19:43.571710464,3929584.248
-84220,-59232,3209163,2025-01-17 09:19:44.575753728,3958775.057
48899,48621,3209163,2025-01-17 09:19:45.575728384,4014681.127
-20648,-6257,3232213,2025-01-17 09:19:46.571720448,4012474.142
63538,71735,3214842,2025-01-17 09:19:47.571734272,4024179.698
175616,202874,3078889,2025-01-17 09:19:48.571749632,3941475.458
54979,134922,3005747,2025-01-17 09:19:49.571697920,3789048.134
-41917,54520,3005747,2025-01-17 09:19:50.571716864,3708436.157
-241158,-157296,3187769,2025-01-17 09:19:51.571729664,3748820.652
-67617,-56103,3187769,2025-01-17 09:19:52.571725312,3904356.865
102936,94165,3114627,2025-01-17 09:19:53.571703552,3943566.392
-56647,-34537,3187769,2025-01-17 09:19:54.571702528,3918622.085
-335902,-330786,3187769,2025-01-17 09:19:55.572199168,4073915.771
371427,275772,3187769,2025-01-17 09:19:56.606685184,4268273.867
-165181,-149408,3114627,2025-01-17 09:19:57.572223744,4152921.468
-293133,-326914,3437173,2025-01-17 09:19:58.572213760,4386445.881
362578,240857,3114627,2025-01-17 09:19:59.575794944,4570109.168
152855,139908,3114627,2025-01-17 09:20:00.572246784,4389765.539
143566,176475,3034966,2025-01-17 09:20:01.572248320,4268053.008
103735,179714,2881695,2025-01-17 09:20:02.575807488,4120034.039
9335,116434,2855196,2025-01-17 09:20:03.572252160,3989287.357
-82109,27791,2855196,2025-01-17 09:20:04.575810816,3929346.193
-61998,23269,2789210,2025-01-17 09:20:05.571453440,3932432.12
350098,416766,2789210,2025-01-17 09:20:06.575866624,3818594.007
-40002,131695,2789210,2025-01-17 09:20:07.575591936,3518289.588
-45812,113885,2789210,2025-01-17 09:20:08.571833600,3421565.561
-216567,-70614,2789210,2025-01-17 09:20:09.571815168,3394273.008
-160042,-79059,2814094,2025-01-17 09:20:10.571817728,3496968.321
